58498.77	142.63	2510.51
58497.89	100.85	2611.36
58497.53	0.00	2653.13
58497.89	-100.85	2611.36
58498.77	-142.63	2510.51
58499.65	-100.85	2409.66
58500.02	-0.00	2367.89
58499.65	100.85	2409.66
58498.77	285.25	2510.51
58497.01	201.70	2712.21
58496.28	0.00	2795.75
58497.01	-201.70	2712.21
58498.77	-285.25	2510.51
58500.53	-201.70	2308.82
58501.26	-0.00	2225.27
58500.53	201.70	2308.82
58498.77	427.88	2510.51
58496.13	302.55	2813.05
58495.04	0.00	2938.37
58496.13	-302.55	2813.05
58498.77	-427.88	2510.51
58501.41	-302.55	2207.97
58502.51	-0.00	2082.65
58501.41	302.55	2207.97
58498.77	570.50	2510.51
58495.25	403.41	2913.90
58493.79	0.00	3080.99
58495.25	-403.41	2913.90
58498.77	-570.50	2510.51
58502.29	-403.41	2107.12
58503.75	-0.00	1940.03
58502.29	403.41	2107.12
58498.77	713.13	2510.51
58494.37	504.26	3014.75
58492.55	0.00	3223.61
58494.37	-504.26	3014.75
58498.77	-713.13	2510.51
58503.17	-504.26	2006.27
58505.00	-0.00	1797.41
58503.17	504.26	2006.27
58498.77	855.75	2510.51
58493.49	605.11	3115.60
58491.30	0.00	3366.23
58493.49	-605.11	3115.60
58498.77	-855.75	2510.51
58504.05	-605.11	1905.42
58506.24	-0.00	1654.79
58504.05	605.11	1905.42
58498.77	998.38	2510.51
58492.61	705.96	3216.45
58490.06	0.00	3508.85
58492.61	-705.96	3216.45
58498.77	-998.38	2510.51
58504.93	-705.96	1804.58
58507.48	-0.00	1512.17
58504.93	705.96	1804.58
58498.77	1141.01	2510.51
58491.73	806.81	3317.29
58488.82	0.00	3651.47
58491.73	-806.81	3317.29
58498.77	-1141.01	2510.51
58505.81	-806.81	1703.73
58508.73	-0.00	1369.55
58505.81	806.81	1703.73
58498.77	1283.63	2510.51
58490.85	907.66	3418.14
58487.57	0.00	3794.09
58490.85	-907.66	3418.14
58498.77	-1283.63	2510.51
58506.69	-907.66	1602.88
58509.97	-0.00	1226.93
58506.69	907.66	1602.88
58498.77	1426.26	2510.51
58489.97	1008.52	3518.99
58486.33	0.00	3936.71
58489.97	-1008.52	3518.99
58498.77	-1426.26	2510.51
58507.57	-1008.52	1502.03
58511.22	-0.00	1084.31
58507.57	1008.52	1502.03
58498.77	1568.88	2510.51
58489.09	1109.37	3619.84
58485.08	0.00	4079.33
58489.09	-1109.37	3619.84
58498.77	-1568.88	2510.51
58508.45	-1109.37	1401.19
58512.46	-0.00	941.69
58508.45	1109.37	1401.19
58498.77	1711.51	2510.51
58488.21	1210.22	3720.68
58483.84	0.00	4221.95
58488.21	-1210.22	3720.68
58498.77	-1711.51	2510.51
58509.33	-1210.22	1300.34
58513.71	-0.00	799.07
58509.33	1210.22	1300.34
58498.77	1854.13	2510.51
58487.33	1311.07	3821.53
58482.59	0.00	4364.58
58487.33	-1311.07	3821.53
58498.77	-1854.13	2510.51
58510.21	-1311.07	1199.49
58514.95	-0.00	656.45
58510.21	1311.07	1199.49
58498.77	1996.76	2510.51
58486.45	1411.92	3922.38
58481.35	0.00	4507.20
58486.45	-1411.92	3922.38
58498.77	-1996.76	2510.51
58511.09	-1411.92	1098.64
58516.20	-0.00	513.83
58511.09	1411.92	1098.64
58498.77	2139.39	2510.51
58485.57	1512.77	4023.23
58480.10	0.00	4649.82
58485.57	-1512.77	4023.23
58498.77	-2139.39	2510.51
58511.97	-1512.77	997.79
58517.44	-0.00	371.21
58511.97	1512.77	997.79
