42698.353	98.932	2375.010
42697.749	68.268	2444.263
42697.511	-2.387	2471.551
42697.778	-71.643	2440.888
42698.395	-98.932	2370.236
42698.999	-68.268	2300.983
42699.237	2.387	2273.695
42698.970	71.643	2304.358
42698.332	197.863	2377.396
42697.124	136.535	2515.904
42696.647	-4.774	2570.479
42697.183	-143.286	2509.153
42698.416	-197.863	2367.850
42699.625	-136.535	2229.343
42700.101	4.774	2174.767
42699.566	143.286	2236.093
42698.312	296.795	2379.783
42696.499	204.803	2587.544
42695.784	-7.160	2669.407
42696.587	-214.929	2577.418
42698.437	-296.795	2365.463
42700.250	-204.803	2157.702
42700.964	7.160	2075.839
42700.161	214.929	2167.828
42698.291	395.727	2382.170
42695.873	273.070	2659.184
42694.921	-9.547	2768.335
42695.991	-286.572	2645.683
42698.457	-395.727	2363.076
42700.875	-273.070	2086.062
42701.827	9.547	1976.911
42700.757	286.572	2099.563
42698.270	494.659	2384.556
42695.248	341.338	2730.824
42694.057	-11.934	2867.263
42695.395	-358.215	2713.948
42698.478	-494.659	2360.690
42701.500	-341.338	2014.422
42702.691	11.934	1877.983
42701.353	358.215	2031.298
42698.249	593.590	2386.943
42694.623	409.606	2802.465
42693.194	-14.321	2966.191
42694.800	-429.858	2782.213
42698.499	-593.590	2358.303
42702.125	-409.606	1942.781
42703.554	14.321	1779.055
42701.949	429.858	1963.033
42698.228	692.522	2389.330
42693.998	477.873	2874.105
42692.331	-16.707	3065.119
42694.204	-501.501	2850.478
42698.520	-692.522	2355.916
42702.750	-477.873	1871.141
42704.417	16.707	1680.127
42702.544	501.501	1894.768
42698.207	791.454	2391.716
42693.373	546.141	2945.745
42691.467	-19.094	3164.047
42693.608	-573.144	2918.743
42698.541	-791.454	2353.530
42703.376	-546.141	1799.501
42705.281	19.094	1581.199
42703.140	573.144	1826.503
42698.187	890.386	2394.103
42692.747	614.408	3017.385
42690.604	-21.481	3262.975
42693.012	-644.787	2987.008
42698.562	-890.386	2351.143
42704.001	-614.408	1727.861
42706.144	21.481	1482.271
42703.736	644.787	1758.238
42698.166	989.317	2396.490
42692.122	682.676	3089.026
42689.741	-23.868	3361.903
42692.417	-716.430	3055.273
42698.582	-989.317	2348.756
42704.626	-682.676	1656.220
42707.007	23.868	1383.343
42704.332	716.430	1689.973
42698.145	1088.249	2398.876
42691.497	750.944	3160.666
42688.877	-26.254	3460.831
42691.821	-788.073	3123.538
42698.603	-1088.249	2346.370
42705.251	-750.944	1584.580
42707.871	26.254	1284.415
42704.927	788.073	1621.708
42698.124	1187.181	2401.263
42690.872	819.211	3232.306
42688.014	-28.641	3559.759
42691.225	-859.716	3191.803
42698.624	-1187.181	2343.983
42705.876	-819.211	1512.940
42708.734	28.641	1185.487
42705.523	859.716	1553.443
42698.103	1286.113	2403.650
42690.247	887.479	3303.947
42687.151	-31.028	3658.687
42690.629	-931.359	3260.068
42698.645	-1286.113	2341.596
42706.502	-887.479	1441.300
42709.597	31.028	1086.559
42706.119	931.359	1485.178
42698.083	1385.044	2406.036
42689.621	955.747	3375.587
42686.287	-33.415	3757.615
42690.034	-1003.002	3328.333
42698.666	-1385.044	2339.210
42707.127	-955.747	1369.659
42710.461	33.415	987.631
42706.714	1003.002	1416.913
42698.062	1483.976	2408.423
42688.996	1024.014	3447.227
42685.424	-35.801	3856.543
42689.438	-1074.645	3396.598
42698.687	-1483.976	2336.823
42707.752	-1024.014	1298.019
42711.324	35.801	888.703
42707.310	1074.645	1348.648
