57697.773	142.589	2506.961
57696.902	98.393	2606.775
57696.559	-3.440	2646.105
57696.944	-103.258	2601.911
57697.833	-142.589	2500.081
57698.704	-98.393	2400.267
57699.047	3.440	2360.937
57698.662	103.258	2405.131
57697.743	285.179	2510.401
57696.001	196.787	2710.030
57695.314	-6.880	2788.689
57696.086	-206.517	2700.300
57697.863	-285.179	2496.641
57699.605	-196.787	2297.012
57700.292	6.880	2218.353
57699.520	206.517	2306.742
57697.713	427.768	2513.841
57695.100	295.180	2813.284
57694.070	-10.320	2931.273
57695.227	-309.775	2798.690
57697.893	-427.768	2493.201
57700.506	-295.180	2193.758
57701.536	10.320	2075.770
57700.379	309.775	2208.352
57697.683	570.357	2517.281
57694.199	393.574	2916.539
57692.826	-13.760	3073.856
57694.368	-413.033	2897.080
57697.923	-570.357	2489.762
57701.407	-393.574	2090.504
57702.780	13.760	1933.186
57701.237	413.033	2109.963
57697.653	712.946	2520.721
57693.298	491.967	3019.793
57691.581	-17.200	3216.440
57693.510	-516.291	2995.469
57697.953	-712.946	2486.322
57702.308	-491.967	1987.249
57704.025	17.200	1790.602
57702.096	516.291	2011.573
57697.623	855.536	2524.160
57692.396	590.360	3123.047
57690.337	-20.640	3359.024
57692.651	-619.550	3093.859
57697.983	-855.536	2482.882
57703.209	-590.360	1883.995
57705.269	20.640	1648.018
57702.955	619.550	1913.183
57697.593	998.125	2527.600
57691.495	688.754	3226.302
57689.093	-24.080	3501.608
57691.793	-722.808	3192.249
57698.013	-998.125	2479.442
57704.111	-688.754	1780.741
57706.513	24.080	1505.434
57703.813	722.808	1814.794
57697.563	1140.714	2531.040
57690.594	787.147	3329.556
57687.848	-27.520	3644.192
57690.934	-826.066	3290.638
57698.043	-1140.714	2476.002
57705.012	-787.147	1677.486
57707.757	27.520	1362.850
57704.672	826.066	1716.404
57697.533	1283.303	2534.480
57689.693	885.540	3432.810
57686.604	-30.960	3786.776
57690.075	-929.325	3389.028
57698.073	-1283.303	2472.562
57705.913	-885.540	1574.232
57709.002	30.960	1220.267
57705.531	929.325	1618.014
57697.503	1425.893	2537.920
57688.792	983.934	3536.065
57685.360	-34.400	3929.359
57689.217	-1032.583	3487.417
57698.103	-1425.893	2469.122
57706.814	-983.934	1470.977
57710.246	34.400	1077.683
57706.389	1032.583	1519.625
57697.473	1568.482	2541.360
57687.891	1082.327	3639.319
57684.116	-37.840	4071.943
57688.358	-1135.841	3585.807
57698.133	-1568.482	2465.682
57707.715	-1082.327	1367.723
57711.490	37.840	935.099
57707.248	1135.841	1421.235
57697.443	1711.071	2544.800
57686.990	1180.721	3742.573
57682.871	-41.280	4214.527
57687.499	-1239.100	3684.197
57698.163	-1711.071	2462.243
57708.616	-1180.721	1264.469
57712.735	41.280	792.515
57708.107	1239.100	1322.845
57697.413	1853.660	2548.240
57686.089	1279.114	3845.828
57681.627	-44.720	4357.111
57686.641	-1342.358	3782.586
57698.193	-1853.660	2458.803
57709.517	-1279.114	1161.214
57713.979	44.720	649.931
57708.965	1342.358	1224.456
57697.383	1996.250	2551.679
57685.188	1377.507	3949.082
57680.383	-48.160	4499.695
57685.782	-1445.616	3880.976
57698.223	-1996.250	2455.363
57710.418	-1377.507	1057.960
57715.223	48.160	507.347
57709.824	1445.616	1126.066
57697.353	2138.839	2555.119
57684.287	1475.901	4052.337
57679.138	-51.600	4642.279
57684.923	-1548.874	3979.366
57698.253	-2138.839	2451.923
57711.319	-1475.901	954.706
57716.468	51.600	364.764
57710.682	1548.874	1027.677
