53498.96	128.07	2466.88
53498.17	90.56	2557.44
53497.85	0.00	2594.95
53498.17	-90.56	2557.44
53498.96	-128.07	2466.88
53499.75	-90.56	2376.32
53500.08	-0.00	2338.81
53499.75	90.56	2376.32
53498.96	256.14	2466.88
53497.38	181.12	2647.99
53496.73	0.00	2723.01
53497.38	-181.12	2647.99
53498.96	-256.14	2466.88
53500.54	-181.12	2285.76
53501.20	-0.00	2210.74
53500.54	181.12	2285.76
53498.96	384.22	2466.88
53496.59	271.68	2738.55
53495.61	0.00	2851.08
53496.59	-271.68	2738.55
53498.96	-384.22	2466.88
53501.33	-271.68	2195.21
53502.32	-0.00	2082.68
53501.33	271.68	2195.21
53498.96	512.29	2466.88
53495.80	362.24	2829.11
53494.49	0.00	2979.15
53495.80	-362.24	2829.11
53498.96	-512.29	2466.88
53502.12	-362.24	2104.65
53503.43	-0.00	1954.61
53502.12	362.24	2104.65
53498.96	640.36	2466.88
53495.01	452.80	2919.66
53493.37	0.00	3107.21
53495.01	-452.80	2919.66
53498.96	-640.36	2466.88
53502.91	-452.80	2014.09
53504.55	-0.00	1826.54
53502.91	452.80	2014.09
53498.96	768.43	2466.88
53494.22	543.36	3010.22
53492.26	0.00	3235.28
53494.22	-543.36	3010.22
53498.96	-768.43	2466.88
53503.70	-543.36	1923.54
53505.67	-0.00	1698.48
53503.70	543.36	1923.54
53498.96	896.50	2466.88
53493.43	633.92	3100.78
53491.14	0.00	3363.35
53493.43	-633.92	3100.78
53498.96	-896.50	2466.88
53504.49	-633.92	1832.98
53506.79	-0.00	1570.41
53504.49	633.92	1832.98
53498.96	1024.58	2466.88
53492.64	724.49	3191.34
53490.02	0.00	3491.42
53492.64	-724.49	3191.34
53498.96	-1024.58	2466.88
53505.29	-724.49	1742.42
53507.90	-0.00	1442.34
53505.29	724.49	1742.42
53498.96	1152.65	2466.88
53491.85	815.05	3281.89
53488.90	0.00	3619.48
53491.85	-815.05	3281.89
53498.96	-1152.65	2466.88
53506.08	-815.05	1651.86
53509.02	-0.00	1314.27
53506.08	815.05	1651.86
53498.96	1280.72	2466.88
53491.06	905.61	3372.45
53487.79	0.00	3747.55
53491.06	-905.61	3372.45
53498.96	-1280.72	2466.88
53506.87	-905.61	1561.31
53510.14	-0.00	1186.21
53506.87	905.61	1561.31
53498.96	1408.79	2466.88
53490.27	996.17	3463.01
53486.67	0.00	3875.62
53490.27	-996.17	3463.01
53498.96	-1408.79	2466.88
53507.66	-996.17	1470.75
53511.26	-0.00	1058.14
53507.66	996.17	1470.75
53498.96	1536.87	2466.88
53489.48	1086.73	3553.56
53485.55	0.00	4003.69
53489.48	-1086.73	3553.56
53498.96	-1536.87	2466.88
53508.45	-1086.73	1380.19
53512.37	-0.00	930.07
53508.45	1086.73	1380.19
53498.96	1664.94	2466.88
53488.69	1177.29	3644.12
53484.43	0.00	4131.75
53488.69	-1177.29	3644.12
53498.96	-1664.94	2466.88
53509.24	-1177.29	1289.63
53513.49	-0.00	802.00
53509.24	1177.29	1289.63
53498.96	1793.01	2466.88
53487.90	1267.85	3734.68
53483.32	0.00	4259.82
53487.90	-1267.85	3734.68
53498.96	-1793.01	2466.88
53510.03	-1267.85	1199.08
53514.61	-0.00	673.94
53510.03	1267.85	1199.08
53498.96	1921.08	2466.88
53487.11	1358.41	3825.24
53482.20	0.00	4387.89
53487.11	-1358.41	3825.24
53498.96	-1921.08	2466.88
53510.82	-1358.41	1108.52
53515.73	-0.00	545.87
53510.82	1358.41	1108.52
